Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1509101_J19	(1.0, 44.325212533392616)	(2.0, 7.190922110817135)	(3.0, 3.4504525030479036)	(4.0, 2.4810352483330886)	(5.0, 1.82686044516842)	(6.0, 1.5507907880630385)	(7.0, 1.3762205544126171)	(8.0, 1.2345275458012304)	(9.0, 1.0264186654074032)	('>10', 17.322578518622837)	('>50', 6.3337695146682)	('>100', 10.219108669012774)	('>500', 1.4711694109682225)	('>1k', 0.1909334922845213)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J2	(1.0, 44.81887775234788)	(2.0, 7.550048667561097)	(3.0, 4.364296424907269)	(4.0, 3.020019467024439)	(5.0, 2.6175255833530633)	(6.0, 1.9730092336832137)	(7.0, 1.8598900376187093)	(8.0, 1.4521347959908453)	(9.0, 1.3495383158393182)	('>10', 22.258174834924894)	('>50', 5.458658879856891)	('>100', 3.277826006892379)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J20	(1.0, 46.780765688937635)	(2.0, 7.073440840651712)	(3.0, 3.415375999682551)	(4.0, 2.327800420318058)	(5.0, 1.9177174051807977)	(6.0, 1.6437603462911323)	(7.0, 1.3318286455341186)	(8.0, 1.0979205591141337)	(9.0, 1.089882650870455)	('>10', 16.889480174742026)	('>50', 5.873795795015037)	('>100', 9.525637122103596)	('>500', 1.0325943515587879)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J21	(1.0, 24.09221883945732)	(2.0, 5.488231218077551)	(3.0, 3.047623825394984)	(4.0, 2.285090785954593)	(5.0, 1.8577336589984856)	(6.0, 1.5106431677729457)	(7.0, 1.336627609841442)	(8.0, 1.1738995475595493)	(9.0, 1.142858934523119)	('>10', 19.049530157993587)	('>50', 8.531779003376842)	('>100', 22.89825263296513)	('>500', 6.46491313331473)	('>1k', 1.1205974847697193)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J22	(1.0, 74.72624363605335)	(2.0, 7.500213316647231)	(3.0, 3.0290963906823287)	(4.0, 1.9397593788219234)	(5.0, 1.3510054324639496)	(6.0, 1.0409852384880116)	(7.0, 0.8162917034045336)	(8.0, 0.6939901589920078)	(9.0, 0.5631559486902358)	('>10', 7.011007138997128)	('>50', 1.1590204499559145)	('>100', 0.16923120680337894)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J23	(1.0, 64.08674975053609)	(2.0, 7.745058491327147)	(3.0, 3.7228508948854584)	(4.0, 2.556208997685824)	(5.0, 1.7303241969384937)	(6.0, 1.528629965393516)	(7.0, 1.196365257637842)	(8.0, 1.171949640135029)	(9.0, 0.7452071081293391)	('>10', 11.002951105072079)	('>50', 3.0933525827477126)	('>100', 1.4203520095114754)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J24	(1.0, 45.26399385942021)	(2.0, 6.959409541559023)	(3.0, 3.1283741544410097)	(4.0, 2.2407997685660472)	(5.0, 1.6988316402966182)	(6.0, 1.3758054193933054)	(7.0, 1.161015702672423)	(8.0, 1.002103009216102)	(9.0, 1.0119293847395145)	('>10', 15.66996942617132)	('>50', 6.40322268831062)	('>100', 10.987293318168478)	('>500', 2.650931442139981)	('>1k', 0.4463206449053369)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J3	(1.0, 41.69909319985601)	(2.0, 7.326396626497764)	(3.0, 4.247732999640022)	(4.0, 3.2432247115895576)	(5.0, 2.3741364828496496)	(6.0, 2.036443423556234)	(7.0, 1.9198793218711967)	(8.0, 1.7416048134117283)	(9.0, 1.5273325676671752)	('>10', 20.643845244013235)	('>50', 6.577300855374806)	('>100', 6.663009753672626)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J4	(1.0, 49.49775535235917)	(2.0, 7.505095111902806)	(3.0, 3.437451239693116)	(4.0, 2.382463625175764)	(5.0, 1.7264407837457392)	(6.0, 1.422171265137425)	(7.0, 1.2129402820094903)	(8.0, 1.0339041739611918)	(9.0, 0.9554049843068257)	('>10', 14.895386728062116)	('>50', 5.371808235955416)	('>100', 8.987750185561119)	('>500', 1.57142803212981)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J5	(1.0, 45.841439003073106)	(2.0, 7.132989371000028)	(3.0, 3.869576249682822)	(4.0, 2.8644732019509993)	(5.0, 2.318926386421946)	(6.0, 2.1398968113000087)	(7.0, 1.5393724097098875)	(8.0, 1.4547915080774763)	(9.0, 1.3321492007104796)	('>10', 18.958809100905015)	('>50', 6.601539372409709)	('>100', 5.9460373847585215)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J6	(1.0, 54.29515782515286)	(2.0, 7.346444113920564)	(3.0, 4.0555280118988595)	(4.0, 2.9570869828678457)	(5.0, 2.2916322370957967)	(6.0, 2.002974714923153)	(7.0, 1.766099267338732)	(8.0, 1.6570263868231145)	(9.0, 1.3584531482399602)	('>10', 14.853743182944967)	('>50', 3.8043298628325894)	('>100', 3.6115242659615494)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J7	(1.0, 40.33246151415682)	(2.0, 7.270620863978655)	(3.0, 4.218083519106883)	(4.0, 2.9279081605785606)	(5.0, 2.703224560726009)	(6.0, 2.159068967333111)	(7.0, 1.8922571925082061)	(8.0, 1.5868279239586442)	(9.0, 1.4850181677754568)	('>10', 22.25245308852183)	('>50', 6.773859467429655)	('>100', 6.39821657392617)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J8	(1.0, 49.16276184860303)	(2.0, 7.173331314788986)	(3.0, 3.433371348523939)	(4.0, 2.2894419190287834)	(5.0, 1.7777555866227184)	(6.0, 1.5013858812980663)	(7.0, 1.3141818395808897)	(8.0, 1.1211364379672935)	(9.0, 1.0235926333581418)	('>10', 15.448051444322486)	('>50', 5.086150643172746)	('>100', 9.324307796796328)	('>500', 1.054625632931228)	('>1k', 0.28990567300537184)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J9	(1.0, 56.21596872117426)	(2.0, 7.918597946430872)	(3.0, 3.7675737159225466)	(4.0, 2.5517849641232733)	(5.0, 1.8878358194448341)	(6.0, 1.57219530273945)	(7.0, 1.2494338088873818)	(8.0, 1.1456846338422744)	(9.0, 0.9835991312982899)	('>10', 13.905731403903983)	('>50', 4.159590977213736)	('>100', 4.425997934210725)	('>500', 0.21600564080837037)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K1	(1.0, 97.26962457337885)	(2.0, 2.7303754266211606)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K10	(1.0, 56.345140842665664)	(2.0, 7.376479273021366)	(3.0, 3.328139576317942)	(4.0, 2.206018943498909)	(5.0, 1.717695105189509)	(6.0, 1.4838178474979098)	(7.0, 1.1528718310374215)	(8.0, 0.9910740485690874)	(9.0, 0.8108540860606009)	('>10', 12.49758936215394)	('>50', 4.6745232976736455)	('>100', 7.117020661281572)	('>500', 0.29877512503241915)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K11	(1.0, 42.31942215088282)	(2.0, 7.469234884965221)	(3.0, 4.558587479935794)	(4.0, 3.6811128945960405)	(5.0, 2.889245585874799)	(6.0, 2.247191011235955)	(7.0, 2.1722846441947565)	(8.0, 1.5409309791332264)	(9.0, 1.637239165329053)	('>10', 22.34884965222044)	('>50', 7.311396468699839)	('>100', 1.8245050829320493)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K12	(1.0, 43.3404412367752)	(2.0, 7.414090051668991)	(3.0, 4.447223816944149)	(4.0, 2.9443123103419997)	(5.0, 2.4809316821126877)	(6.0, 1.9068317887312392)	(7.0, 1.8945296481587799)	(8.0, 1.394242598212089)	(9.0, 1.476256868695153)	('>10', 21.504141720659394)	('>50', 6.8358894447633896)	('>100', 4.361108832936931)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K13	(1.0, 61.36251323685139)	(2.0, 9.106953759265796)	(3.0, 5.23120367102012)	(4.0, 3.5298270384751147)	(5.0, 2.7532650900105895)	(6.0, 2.499117543240381)	(7.0, 1.6801976703141546)	(8.0, 1.9202259089304625)	(9.0, 1.5884221673138015)	('>10', 10.328273914578185)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K14	(1.0, 29.776247848537007)	(2.0, 6.670240681696341)	(3.0, 4.177365198498913)	(4.0, 2.7425862701391046)	(5.0, 2.4829999153522757)	(6.0, 2.006151067972123)	(7.0, 2.1034959510171833)	(8.0, 1.6816681244885865)	(9.0, 1.5363561976242204)	('>10', 24.176800880336334)	('>50', 10.156316131034677)	('>100', 12.489771733303236)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K15	(1.0, 61.69285200847639)	(2.0, 7.62875626627832)	(3.0, 3.9207998431680062)	(4.0, 2.752028080395067)	(5.0, 1.9137237329748602)	(6.0, 1.5459153667348138)	(7.0, 1.4441612755668825)	(8.0, 1.0754193855546532)	(9.0, 0.831769681014927)	('>10', 12.718327872219264)	('>50', 3.040486925999571)	('>100', 1.4357595616172365)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K16	(1.0, 64.6527905691656)	(2.0, 8.565113280530484)	(3.0, 4.324000736783938)	(4.0, 2.744520169460306)	(5.0, 2.6247927795174064)	(6.0, 1.8787990421808805)	(7.0, 1.6117148646159514)	(8.0, 1.1788543009762387)	(9.0, 1.0361024129673972)	('>10', 10.259716338183827)	('>50', 1.1235955056179776)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K17	(1.0, 70.09132420091323)	(2.0, 10.86443079829948)	(3.0, 5.739253660840812)	(4.0, 3.306565895134624)	(5.0, 2.204377263423083)	(6.0, 1.4643363249881909)	(7.0, 1.487954652810581)	(8.0, 1.5745551881593451)	(9.0, 0.5668398677373643)	('>10', 2.7003621476932764)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K18	(1.0, 63.880542098485314)	(2.0, 9.198503710063163)	(3.0, 5.003986018274361)	(4.0, 3.115226589808058)	(5.0, 2.2383025694487033)	(6.0, 1.692524682651622)	(7.0, 1.6741276752314955)	(8.0, 0.9321150426197338)	(9.0, 1.3797755565094745)	('>10', 10.02023670816214)	('>50', 0.8646593487459373)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K19	(1.0, 66.77223025895661)	(2.0, 7.290404139135422)	(3.0, 3.3741251906009304)	(4.0, 2.2259582176695205)	(5.0, 1.6551328667683205)	(6.0, 1.4153340892207842)	(7.0, 1.1129791088347603)	(8.0, 0.8966389073516571)	(9.0, 0.6802987058685538)	('>10', 10.630644719865504)	('>50', 2.825455161538361)	('>100', 1.1207986341895713)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K2	(1.0, 74.96353913466213)	(2.0, 7.997083130772971)	(3.0, 4.010695187165775)	(4.0, 2.5279533300923673)	(5.0, 1.5192027224112785)	(6.0, 1.2396694214876034)	(7.0, 0.5104521147301896)	(8.0, 1.6528925619834711)	(9.0, 0.5469129800680603)	('>10', 4.27807486631016)	('>50', 0.7535245503159942)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K20	(1.0, 65.41617156113846)	(2.0, 9.449442652633962)	(3.0, 5.381089797996944)	(4.0, 3.938210830079783)	(5.0, 2.2916313019860803)	(6.0, 2.037005601765405)	(7.0, 1.7823799015447295)	(8.0, 1.4032705256606124)	(9.0, 0.8657273807502971)	('>10', 7.112544559497539)	('>50', 0.3225258869461891)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K21	(1.0, 56.57420303815264)	(2.0, 7.781523762414902)	(3.0, 4.018327844525728)	(4.0, 3.1188576337815497)	(5.0, 2.349556773362144)	(6.0, 1.866628483657238)	(7.0, 1.6219101050466658)	(8.0, 1.3329341473256706)	(9.0, 1.0309412545721983)	('>10', 14.435780951017275)	('>50', 4.251330981607071)	('>100', 1.6180050245369226)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K22	(1.0, 56.49430475788017)	(2.0, 7.191563742532798)	(3.0, 3.912717773381226)	(4.0, 2.950385125141661)	(5.0, 2.2281554330496918)	(6.0, 1.7402662261577766)	(7.0, 1.7210579896659688)	(8.0, 1.244693724669138)	(9.0, 1.1063944219281228)	('>10', 14.784579627744376)	('>50', 3.3777683870843815)	('>100', 3.24811279076468)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K23	(1.0, 63.15632011967091)	(2.0, 9.563699825479931)	(3.0, 5.489902767389678)	(4.0, 3.5302916978309646)	(5.0, 2.966841186736475)	(6.0, 2.213911742707554)	(7.0, 2.0244328097731237)	(8.0, 2.0344053851907256)	(9.0, 1.1219147344801794)	('>10', 7.898279730740463)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K24	(1.0, 70.21485746383935)	(2.0, 8.669194401535364)	(3.0, 4.676309507091701)	(4.0, 2.9022141085053597)	(5.0, 1.9894209614754483)	(6.0, 1.3762112062912513)	(7.0, 1.7038805411225018)	(8.0, 0.8987501755371438)	(9.0, 0.8004493750877686)	('>10', 6.768712259514113)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K3	(1.0, 23.317684420088934)	(2.0, 5.444168512274007)	(3.0, 3.1577968442697766)	(4.0, 2.3008380148038947)	(5.0, 1.8978469253846497)	(6.0, 1.6904959545894487)	(7.0, 1.3694808303683061)	(8.0, 1.3529478625972602)	(9.0, 1.2244729255430908)	('>10', 21.24589689627974)	('>50', 9.159264145159456)	('>100', 21.153243389396167)	('>500', 5.521322361872221)	('>1k', 1.1645409173730492)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K4	(1.0, 44.41222219292927)	(2.0, 8.399462181329257)	(3.0, 4.951095410086737)	(4.0, 3.7963670876064435)	(5.0, 3.0977300888455352)	(6.0, 2.4992749993409085)	(7.0, 2.1407292188447444)	(8.0, 1.6240014763649786)	(9.0, 1.3761830692573358)	('>10', 20.671746065223694)	('>50', 5.731459755872505)	('>100', 1.2997284542985947)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K5	(1.0, 47.65692037755664)	(2.0, 6.703295295910657)	(3.0, 3.8882698735928076)	(4.0, 2.7970953240865253)	(5.0, 2.1259973617141172)	(6.0, 1.9595035924232527)	(7.0, 1.6854292337444448)	(8.0, 1.4446536289238099)	(9.0, 1.1526491720136782)	('>10', 18.409087998360675)	('>50', 6.340851167377467)	('>100', 5.836246974295924)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K6	(1.0, 29.21120961378234)	(2.0, 5.415246802826649)	(3.0, 3.1105487984976263)	(4.0, 2.438712578413955)	(5.0, 1.9088260058807711)	(6.0, 1.5632094727143682)	(7.0, 1.4071530278917832)	(8.0, 1.3366190415312929)	(9.0, 1.1228128953760563)	('>10', 20.15200074060686)	('>50', 8.931806860311848)	('>100', 19.40742634708893)	('>500', 3.4367684854148943)	('>1k', 0.5576593296626272)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K7	(1.0, 61.08980991215791)	(2.0, 8.19183251171566)	(3.0, 4.844501247641652)	(4.0, 3.310814923011381)	(5.0, 2.505426734019029)	(6.0, 2.2640131458827826)	(7.0, 1.7608991134643863)	(8.0, 1.2334408536709065)	(9.0, 1.4058791309110827)	('>10', 12.038220436978882)	('>50', 1.355161990546325)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K8	(1.0, 54.16133162612036)	(2.0, 7.990498988661879)	(3.0, 4.642877024995825)	(4.0, 2.9690660431627975)	(5.0, 2.857726066544193)	(6.0, 1.970717586149307)	(7.0, 1.74061496780419)	(8.0, 1.5736050028762827)	(9.0, 1.3694817124088403)	('>10', 15.275844792072593)	('>50', 3.392157954313496)	('>100', 2.0560782348902373)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_K9	(1.0, 36.50947849097298)	(2.0, 5.83985830160862)	(3.0, 3.019215214980724)	(4.0, 2.1562410723758765)	(5.0, 1.7277304838889407)	(6.0, 1.4409430047515135)	(7.0, 1.2441899506584637)	(8.0, 1.0996046590025332)	(9.0, 1.0733038410724294)	('>10', 17.388707895532445)	('>50', 7.611112594255139)	('>100', 17.582345243415755)	('>500', 2.690427029466233)	('>1k', 0.6168422180183433)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L1	(1.0, 90.09216589861751)	(2.0, 6.451612903225806)	(3.0, 1.0368663594470047)	(4.0, 0.9216589861751152)	(5.0, 0.0)	(6.0, 0.6912442396313364)	(7.0, 0.8064516129032258)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L10	(1.0, 72.87140340575455)	(2.0, 8.716643831147648)	(3.0, 4.7563123899001765)	(4.0, 2.7924577542898152)	(5.0, 2.0878188817120114)	(6.0, 1.3701311411235075)	(7.0, 0.7764076466366543)	(8.0, 0.9395184967704051)	(9.0, 0.8807985907222547)	('>10', 4.808507861942977)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L11	(1.0, 45.38188525269609)	(2.0, 7.069145414792205)	(3.0, 3.2869364937778784)	(4.0, 2.2534699891544556)	(5.0, 1.6959787223612517)	(6.0, 1.2937540740492222)	(7.0, 1.1764516367926652)	(8.0, 1.0407538620655765)	(9.0, 0.9439276391854825)	('>10', 15.37878498597963)	('>50', 6.78551564825705)	('>100', 12.016372688068433)	('>500', 1.294017911165632)	('>1k', 0.38300568165442395)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L12	(1.0, 45.04459861248761)	(2.0, 8.644422420438277)	(3.0, 5.797819623389495)	(4.0, 4.096465147010242)	(5.0, 3.44125096355027)	(6.0, 2.6428807400066074)	(7.0, 2.3896046690893074)	(8.0, 1.850016518004625)	(9.0, 1.7839444995044598)	('>10', 20.586939764343136)	('>50', 3.0172888448408766)	('>100', 0.7047681973350953)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L13	(1.0, 54.820038986377284)	(2.0, 8.511139703350484)	(3.0, 3.8821094904087734)	(4.0, 2.503613653480901)	(5.0, 2.1514603139334785)	(6.0, 1.616426674712413)	(7.0, 1.4065758783244955)	(8.0, 1.0649788793028323)	(9.0, 1.000301506326304)	('>10', 14.497778517301766)	('>50', 4.153794390677025)	('>100', 4.3917820058042505)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L14	(1.0, 54.995171021109535)	(2.0, 8.709721926072724)	(3.0, 4.741179274273458)	(4.0, 3.4367278337326126)	(5.0, 2.5336460672043346)	(6.0, 1.9341001166480614)	(7.0, 1.6067329762815608)	(8.0, 1.4047938590439877)	(9.0, 1.2868915173027957)	('>10', 15.762539666612316)	('>50', 2.8660303284959925)	('>100', 0.7224654132226221)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L15	(1.0, 89.59507944643772)	(2.0, 7.278318810866223)	(3.0, 2.3065094823167605)	(4.0, 0.8200922603792926)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L16	(1.0, 60.19339859331014)	(2.0, 7.458688053341951)	(3.0, 3.725091638955273)	(4.0, 2.4017485818286968)	(5.0, 1.773245677447887)	(6.0, 1.3624650241110383)	(7.0, 1.2859220452283957)	(8.0, 1.1702570993612913)	(9.0, 1.1557989811279032)	('>10', 13.013156887592384)	('>50', 3.176533623629668)	('>100', 3.2836937940653677)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L17	(1.0, 61.182001343183344)	(2.0, 8.226997985224983)	(3.0, 3.850967702545943)	(4.0, 2.7046828255693267)	(5.0, 2.190304658404054)	(6.0, 1.7583491055620002)	(7.0, 1.3355516209780818)	(8.0, 1.4775016789791806)	(9.0, 0.8929116551682033)	('>10', 12.595396544355578)	('>50', 2.3154649245985715)	('>100', 1.4698699554307344)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L18	(1.0, 63.065622051059655)	(2.0, 8.697223455779554)	(3.0, 3.38587015261856)	(4.0, 2.0456079529406104)	(5.0, 1.4205479573725912)	(6.0, 1.1742067366629525)	(7.0, 0.9528254497192465)	(8.0, 0.8112323413349021)	(9.0, 0.6575395279147346)	('>10', 9.618821305113883)	('>50', 3.3702544937872565)	('>100', 4.800248575696064)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L19	(1.0, 42.24690424529624)	(2.0, 6.453166870201829)	(3.0, 3.139111629466223)	(4.0, 2.257288830034059)	(5.0, 1.8908579852091318)	(6.0, 1.5025351772622393)	(7.0, 1.3719008190485054)	(8.0, 1.1493493755397761)	(9.0, 1.0676473838374767)	('>10', 16.78278890227263)	('>50', 8.022647544504451)	('>100', 13.354699018379534)	('>500', 0.7611022189479073)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L2	(1.0, 86.78662304616503)	(2.0, 5.888767720828789)	(3.0, 2.3446019629225736)	(4.0, 1.817520901490367)	(5.0, 0.5452562704471101)	(6.0, 0.3271537622682661)	(7.0, 0.1272264631043257)	(8.0, 0.14540167211922936)	(9.0, 0.49073064340239914)	('>10', 1.5267175572519083)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L20	(1.0, 64.76597563581961)	(2.0, 7.351998290232956)	(3.0, 3.5905107929044666)	(4.0, 2.9237016456507803)	(5.0, 1.9021158367172473)	(6.0, 1.6926693737978198)	(7.0, 1.1669160076939518)	(8.0, 1.0942509083137422)	(9.0, 1.192562513357555)	('>10', 12.588159863218637)	('>50', 1.2865997007907672)	('>100', 0.4445394315024578)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L21	(1.0, 71.54952193270564)	(2.0, 8.072403474198964)	(3.0, 3.2406393693890956)	(4.0, 3.123859572293993)	(5.0, 2.1166338223487338)	(6.0, 1.751696956426538)	(7.0, 0.9196409021239326)	(8.0, 0.875848478213269)	(9.0, 0.9196409021239326)	('>10', 6.598058535873294)	('>50', 0.0)	('>100', 0.8320560543026055)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L22	(1.0, 67.70069561947734)	(2.0, 9.73867268283512)	(3.0, 4.850535815002821)	(4.0, 3.7601052829479222)	(5.0, 2.1620605376950555)	(6.0, 2.5944726452340667)	(7.0, 1.5792442188381277)	(8.0, 0.9024252679075015)	(9.0, 1.1844331641285957)	('>10', 5.527354765933446)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L23	(1.0, 44.72128705959012)	(2.0, 7.327365530508711)	(3.0, 3.828133484338396)	(4.0, 2.9166731309244924)	(5.0, 2.319375707836232)	(6.0, 1.9082489101261306)	(7.0, 1.5041035108677103)	(8.0, 1.3466341902353507)	(9.0, 1.186837736785764)	('>10', 20.093240454876895)	('>50', 7.306421335153668)	('>100', 5.541678948756535)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L24	(1.0, 36.950567466903635)	(2.0, 7.5056160614572365)	(3.0, 3.4383255222189644)	(4.0, 2.271108167900896)	(5.0, 1.665480147290615)	(6.0, 1.3462316259564093)	(7.0, 1.1296825651236762)	(8.0, 0.9189608238714451)	(9.0, 0.8466112699245751)	('>10', 12.859235820498782)	('>50', 6.406638180436029)	('>100', 16.08338569558635)	('>500', 4.993948677556641)	('>1k', 3.58420797527473)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L3	(1.0, 61.888326731249435)	(2.0, 7.713325750741918)	(3.0, 3.553359218731615)	(4.0, 2.7401916565347557)	(5.0, 2.111359506347152)	(6.0, 1.7806016394085578)	(7.0, 1.3452563046632937)	(8.0, 1.1818383862153718)	(9.0, 1.0001176609012825)	('>10', 12.617170647527159)	('>50', 2.7741825835719234)	('>100', 1.294269914107542)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L4	(1.0, 97.10144927536231)	(2.0, 1.1594202898550725)	(3.0, 1.7391304347826086)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L5	(1.0, 51.33802816901408)	(2.0, 10.633802816901408)	(3.0, 6.021126760563381)	(4.0, 4.225352112676056)	(5.0, 4.107981220657277)	(6.0, 3.169014084507042)	(7.0, 2.464788732394366)	(8.0, 1.5962441314553992)	(9.0, 1.6901408450704223)	('>10', 13.321596244131456)	('>50', 1.431924882629108)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_L6	(1.0, 64.5278308694465)	(2.0, 8.8153840152904)	(3.0, 4.6690330381869956)	(4.0, 3.2609119631782186)	(5.0, 2.496391933533565)	(6.0, 1.9659086476576821)	(7.0, 1.2286929047860515)	(8.0, 1.4354253617817998)	(9.0, 0.6318992081756836)	('>10', 9.958263447361237)	('>50', 1.0102586106018645)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
