Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
HP1525301T2D_P21 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0002980892479208275)	(15, 0.0002980892479208275)	(16, 0.0002980892479208275)	(17, 0.0002980892479208275)	(18, 0.0002980892479208275)	(19, 0.000596178495841655)	(20, 0.0008942677437624825)	(21, 0.0014904462396041374)	(22, 0.001788535487524965)	(23, 0.001788535487524965)	(24, 0.0026828032312874476)	(25, 0.002980892479208275)	(26, 0.002980892479208275)	(27, 0.004173249470891585)	(28, 0.012817837660595582)	(29, 0.020866247354457926)	(30, 0.036366888246340955)	(31, 0.07303186574060273)	(32, 0.11834143142456852)
HP1525301T2D_P21 - polya	(1, 0.00119235699168331)	(2, 0.0014904462396041374)	(3, 0.0020866247354457924)	(4, 0.0038751602229707576)	(5, 0.00596178495841655)	(6, 0.008048409693862342)	(7, 0.00834649894178317)	(8, 0.009836945181387308)	(9, 0.011625480668912272)	(10, 0.017587265627328822)	(11, 0.022654782841982888)	(12, 0.027126121560795302)	(13, 0.037559245238024265)	(14, 0.04680001192356992)	(15, 0.056636957104957225)	(16, 0.07332995498852356)	(17, 0.0834649894178317)	(18, 0.10015798730139804)	(19, 0.110591110978627)	(20, 0.12102423465585596)	(21, 0.1335439830685307)	(22, 0.14248666050615555)	(23, 0.15560258741467195)	(24, 0.16663188958774258)	(25, 0.17915163800041733)	(26, 0.1910752079172504)	(27, 0.19822934986735027)	(28, 0.20627775956121264)	(29, 0.21223954451962918)	(30, 0.22207648970101648)	(31, 0.23370197036992876)	(32, 0.24324082630339525)
HP1525301T2D_P22 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.00024627023725674657)	(12, 0.00024627023725674657)	(13, 0.00024627023725674657)	(14, 0.00024627023725674657)	(15, 0.00024627023725674657)	(16, 0.00024627023725674657)	(17, 0.00024627023725674657)	(18, 0.00024627023725674657)	(19, 0.00024627023725674657)	(20, 0.0007388107117702398)	(21, 0.0007388107117702398)	(22, 0.0007388107117702398)	(23, 0.0014776214235404795)	(24, 0.0014776214235404795)	(25, 0.001723891660797226)	(26, 0.0019701618980539726)	(27, 0.0027089726098242124)	(28, 0.0066492964059321575)	(29, 0.02019415945505322)	(30, 0.03866442724930921)	(31, 0.0967842032419014)	(32, 0.15687414113254758)
HP1525301T2D_P22 - polya	(1, 0.0009850809490269863)	(2, 0.002216432135310719)	(3, 0.002955242847080959)	(4, 0.003940323796107945)	(5, 0.00788064759221589)	(6, 0.010589620202040103)	(7, 0.011820971388323836)	(8, 0.013052322574607568)	(9, 0.014037403523634555)	(10, 0.017731457082485753)	(11, 0.024873293962931402)	(12, 0.03152259036886356)	(13, 0.03866442724930921)	(14, 0.049992858163119554)	(15, 0.0645228021612676)	(16, 0.0857020425653478)	(17, 0.09555285205561767)	(18, 0.10762009368119825)	(19, 0.11919479483226535)	(20, 0.12929187455979196)	(21, 0.13815760310103484)	(22, 0.14554571021873722)	(23, 0.15564278994626382)	(24, 0.16475478872476346)	(25, 0.17632948987583055)	(26, 0.1876579207896409)	(27, 0.19529229814460003)	(28, 0.20391175644858617)	(29, 0.2115461338035453)	(30, 0.2189342409212477)	(31, 0.22829250993700406)	(32, 0.2359268872919632)
HP1525301T2D_P23 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002457600251658266)	(10, 0.0002457600251658266)	(11, 0.0002457600251658266)	(12, 0.0002457600251658266)	(13, 0.0002457600251658266)	(14, 0.0002457600251658266)	(15, 0.0002457600251658266)	(16, 0.0002457600251658266)	(17, 0.0004915200503316532)	(18, 0.0004915200503316532)	(19, 0.0004915200503316532)	(20, 0.0004915200503316532)	(21, 0.0004915200503316532)	(22, 0.0009830401006633064)	(23, 0.0014745601509949596)	(24, 0.001720320176160786)	(25, 0.001720320176160786)	(26, 0.0019660802013266128)	(27, 0.0027033602768240924)	(28, 0.00933888095630141)	(29, 0.01990656203843195)	(30, 0.039075844001366426)	(31, 0.09142272936168748)	(32, 0.15310849567830995)
HP1525301T2D_P23 - polya	(1, 0.002211840226492439)	(2, 0.0027033602768240924)	(3, 0.0031948803271557454)	(4, 0.003686400377487399)	(5, 0.005406720553648185)	(6, 0.007372800754974798)	(7, 0.008355840855638104)	(8, 0.009584640981467236)	(9, 0.01155072118279385)	(10, 0.015974401635778727)	(11, 0.02236416229009022)	(12, 0.026050562667577618)	(13, 0.034897923573547374)	(14, 0.04595712470600957)	(15, 0.06045696619079334)	(16, 0.07839744802789868)	(17, 0.09142272936168748)	(18, 0.10641409089680291)	(19, 0.1174732920292651)	(20, 0.127549453061064)	(21, 0.14032897436968697)	(22, 0.1506508954266517)	(23, 0.16048129643328476)	(24, 0.16908289731408868)	(25, 0.18014209844655088)	(26, 0.19120129957901308)	(27, 0.19906562038431952)	(28, 0.20865026136578677)	(29, 0.21626882214592738)	(30, 0.22634498317772628)	(31, 0.23887874446118343)	(32, 0.24821762541748485)
HP1525301T2D_P24 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00022942252057346453)	(6, 0.00022942252057346453)	(7, 0.00022942252057346453)	(8, 0.00022942252057346453)	(9, 0.00022942252057346453)	(10, 0.00022942252057346453)	(11, 0.00022942252057346453)	(12, 0.00022942252057346453)	(13, 0.00022942252057346453)	(14, 0.00022942252057346453)	(15, 0.00022942252057346453)	(16, 0.00022942252057346453)	(17, 0.00022942252057346453)	(18, 0.00045884504114692906)	(19, 0.00045884504114692906)	(20, 0.00045884504114692906)	(21, 0.00045884504114692906)	(22, 0.0006882675617203936)	(23, 0.0011471126028673227)	(24, 0.0013765351234407872)	(25, 0.0013765351234407872)	(26, 0.0016059576440142517)	(27, 0.0018353801645877162)	(28, 0.010324013425805904)	(29, 0.025007054742507633)	(30, 0.048408151841001015)	(31, 0.10553435946379368)	(32, 0.17114920034780454)
HP1525301T2D_P24 - polya	(1, 0.00252364772630811)	(2, 0.003900182849748897)	(3, 0.004359027890895826)	(4, 0.005506140493763149)	(5, 0.008259210740644724)	(6, 0.011700548549246691)	(7, 0.013535928713834407)	(8, 0.015141886357848659)	(9, 0.01766553408415677)	(10, 0.02431878718078724)	(11, 0.03211915288028504)	(12, 0.03969009605920936)	(13, 0.049784686964441806)	(14, 0.062173503075408885)	(15, 0.08350979748874109)	(16, 0.11149934499870376)	(17, 0.13077083672687478)	(18, 0.15164828609906006)	(19, 0.17000208774493722)	(20, 0.1849145515822124)	(21, 0.2016623955840753)	(22, 0.21565716933905665)	(23, 0.23836999887582966)	(24, 0.255347265398266)	(25, 0.2778306724144656)	(26, 0.28999006600485916)	(27, 0.29985523438951817)	(28, 0.31407943066507293)	(29, 0.32761535937890734)	(30, 0.3448220484219172)	(31, 0.36042277982091275)	(32, 0.37166448332901253)
HP1525301T2D_P3 - illumina_small_rna_5'_adapter	(1, 0.0020555454047140507)	(2, 0.002512333272428284)	(3, 0.004567878677142335)	(4, 0.005481454412570802)	(5, 0.00776539375114197)	(6, 0.016672757171569522)	(7, 0.03974054449113831)	(8, 0.0477343321761374)	(9, 0.060067604604421704)	(10, 0.06806139228942079)	(11, 0.10117851269870272)	(12, 0.1116846336561301)	(13, 0.11785126987027225)	(14, 0.12653023935684268)	(15, 0.1404622693221268)	(16, 0.15096839027955417)	(17, 0.15507948108898229)	(18, 0.16010414763383884)	(19, 0.16170290517083866)	(20, 0.1651288141786954)	(21, 0.1690115110542664)	(22, 0.17129545039283756)	(23, 0.17243742006212315)	(24, 0.17380778366526586)	(25, 0.1744929654668372)	(26, 0.17494975333455143)	(27, 0.17494975333455143)	(28, 0.17494975333455143)	(29, 0.17494975333455143)	(30, 0.17494975333455143)	(31, 0.17494975333455143)	(32, 0.17517814726840855)
HP1525301T2D_P3 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00022839393385711677)	(8, 0.00022839393385711677)	(9, 0.0009135757354284671)	(10, 0.0009135757354284671)	(11, 0.0011419696692855838)	(12, 0.0011419696692855838)	(13, 0.0011419696692855838)	(14, 0.0011419696692855838)	(15, 0.0015987575369998174)	(16, 0.0015987575369998174)	(17, 0.0018271514708569341)	(18, 0.0022839393385711677)	(19, 0.002512333272428284)	(20, 0.002512333272428284)	(21, 0.0031975150739996347)	(22, 0.004111090809428101)	(23, 0.005481454412570802)	(24, 0.0068518180157135025)	(25, 0.0073086058834277365)	(26, 0.008678969486570437)	(27, 0.012790060295998539)	(28, 0.0408825141604239)	(29, 0.09798099762470308)	(30, 0.15804860222912478)	(31, 0.3028503562945368)	(32, 0.46318289786223277)
HP1525301T2D_P3 - polya	(1, 0.011419696692855837)	(2, 0.017357938973140873)	(3, 0.022382605517997443)	(4, 0.035629453681710214)	(5, 0.06509227114927828)	(6, 0.0817650283208478)	(7, 0.09067239174127535)	(8, 0.10437602777270236)	(9, 0.12858578476155674)	(10, 0.17837566234240818)	(11, 0.23204823679883063)	(12, 0.29028868993239537)	(13, 0.3720537182532432)	(14, 0.4814544125708021)	(15, 0.6303672574456423)	(16, 0.8729216152019003)	(17, 0.9987666727571716)	(18, 1.1257536999817286)	(19, 1.2579937876849991)	(20, 1.376987027224557)	(21, 1.4747396309154028)	(22, 1.5585602046409648)	(23, 1.6750411109080943)	(24, 1.7787319568792253)	(25, 1.8826511967842134)	(26, 1.950712589073634)	(27, 2.022656678238626)	(28, 2.08889091905719)	(29, 2.167915220171752)	(30, 2.273661611547597)	(31, 2.366617942627444)	(32, 2.455463182897862)
HP1525301T2D_P4 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0003106371478539633)	(12, 0.0003106371478539633)	(13, 0.0003106371478539633)	(14, 0.0003106371478539633)	(15, 0.0003106371478539633)	(16, 0.0003106371478539633)	(17, 0.0003106371478539633)	(18, 0.0003106371478539633)	(19, 0.0003106371478539633)	(20, 0.0003106371478539633)	(21, 0.0003106371478539633)	(22, 0.0003106371478539633)	(23, 0.0003106371478539633)	(24, 0.0006212742957079266)	(25, 0.0009319114435618898)	(26, 0.0009319114435618898)	(27, 0.0009319114435618898)	(28, 0.006523380104933228)	(29, 0.019570140314799686)	(30, 0.036965820594621626)	(31, 0.08977413572979538)	(32, 0.14413563660423895)
HP1525301T2D_P4 - polya	(1, 0.0009319114435618898)	(2, 0.0024850971828317063)	(3, 0.003417008626393596)	(4, 0.003727645774247559)	(5, 0.005591468661371338)	(6, 0.007144654400641155)	(7, 0.008076565844203045)	(8, 0.009319114435618898)	(9, 0.010251025879180788)	(10, 0.016463768836260054)	(11, 0.02019141461050761)	(12, 0.02857861760256462)	(13, 0.036344546298913705)	(14, 0.053429589430881684)	(15, 0.0692720839714338)	(16, 0.0922592329126271)	(17, 0.10530599312249354)	(18, 0.1192846647759219)	(19, 0.13730161935145177)	(20, 0.15065901670917217)	(21, 0.16432705121474656)	(22, 0.17147170561538772)	(23, 0.1807908200510066)	(24, 0.19321630596516515)	(25, 0.2087481633578633)	(26, 0.2180672777934822)	(27, 0.22645448078553923)	(28, 0.23670550666472)	(29, 0.2469565325439008)	(30, 0.2603139299016212)	(31, 0.2739819644071956)	(32, 0.2823691673992526)
HP1525301T2D_P5 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00019815321206356754)	(10, 0.00019815321206356754)	(11, 0.00019815321206356754)	(12, 0.00019815321206356754)	(13, 0.00019815321206356754)	(14, 0.0003963064241271351)	(15, 0.0003963064241271351)	(16, 0.0003963064241271351)	(17, 0.0005944596361907026)	(18, 0.0005944596361907026)	(19, 0.0005944596361907026)	(20, 0.0007926128482542701)	(21, 0.0009907660603178377)	(22, 0.0011889192723814053)	(23, 0.001387072484444973)	(24, 0.0019815321206356753)	(25, 0.0023778385447628106)	(26, 0.002774144968889946)	(27, 0.005350136725716324)	(28, 0.015059644116831134)	(29, 0.034280505686997184)	(30, 0.06063488289145167)	(31, 0.13514049062735306)	(32, 0.22609281496453057)
HP1525301T2D_P5 - polya	(1, 0.003368604605080648)	(2, 0.0037649110292077835)	(3, 0.005548289937779892)	(4, 0.007331668846351999)	(5, 0.012483652360004757)	(6, 0.018031942297784646)	(7, 0.020013474418420323)	(8, 0.023183925811437404)	(9, 0.02833590932509016)	(10, 0.040819561685094916)	(11, 0.05409582689335394)	(12, 0.0683628581619308)	(13, 0.08778187294416043)	(14, 0.11195656481591566)	(15, 0.1446518448064043)	(16, 0.20072920382039394)	(17, 0.23223556453850117)	(18, 0.2675068362858162)	(19, 0.2974279713074149)	(20, 0.3279435659652043)	(21, 0.35588316886616733)	(22, 0.37649110292077836)	(23, 0.4042325526096778)	(24, 0.428407244481433)	(25, 0.4537708556255697)	(26, 0.4714064914992272)	(27, 0.489834740221139)	(28, 0.5108389806998771)	(29, 0.5314469147544881)	(30, 0.5576031387468791)	(31, 0.5873261205564142)	(32, 0.6113026592161059)
HP1525301T2D_P6 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.000501179023653144)	(10, 0.000751768535479716)	(11, 0.000751768535479716)	(12, 0.001002358047306288)	(13, 0.001002358047306288)	(14, 0.001002358047306288)	(15, 0.001002358047306288)	(16, 0.001002358047306288)	(17, 0.001002358047306288)	(18, 0.001002358047306288)	(19, 0.001002358047306288)	(20, 0.001002358047306288)	(21, 0.0012529475591328602)	(22, 0.002004716094612576)	(23, 0.0025058951182657203)	(24, 0.0032576636537454363)	(25, 0.0032576636537454363)	(26, 0.003508253165572008)	(27, 0.004510611212878296)	(28, 0.012780065103155172)	(29, 0.02355541411169777)	(30, 0.04635905968791582)	(31, 0.11176292227465112)	(32, 0.1851856492398367)
HP1525301T2D_P6 - polya	(1, 0.002255305606439148)	(2, 0.00375884267739858)	(3, 0.005011790236531441)	(4, 0.005763558772011157)	(5, 0.00877063291393002)	(6, 0.011527117544022313)	(7, 0.013531833638634888)	(8, 0.014534191685941177)	(9, 0.016789497292380325)	(10, 0.0250589511826572)	(11, 0.03859078482129209)	(12, 0.04861436529435497)	(13, 0.06189560942116329)	(14, 0.08043923329632961)	(15, 0.10650054252629311)	(16, 0.1566184448916075)	(17, 0.18217857509791785)	(18, 0.20523281018596248)	(19, 0.2282870452740071)	(20, 0.24683066914917343)	(21, 0.2658754720479929)	(22, 0.2834167378758529)	(23, 0.306220383452071)	(24, 0.32601695488637017)	(25, 0.35057472704537423)	(26, 0.37212542506245944)	(27, 0.38891492235483976)	(28, 0.4072079567181795)	(29, 0.4222433274277738)	(30, 0.4440446149566856)	(31, 0.4603329332254128)	(32, 0.4781247885650994)
HP1525301T2D_P7 - illumina_small_rna_5'_adapter	(1, 0.0014123695323644478)	(2, 0.002353949220607413)	(3, 0.0035309238309111195)	(4, 0.0035309238309111195)	(5, 0.006591057817700757)	(6, 0.01647764454425189)	(7, 0.03271989416644304)	(8, 0.03860476721796158)	(9, 0.047078984412148264)	(10, 0.053905437151909756)	(11, 0.07650334966974093)	(12, 0.08238822272125945)	(13, 0.08874388561689947)	(14, 0.09486415359047874)	(15, 0.10475074031702988)	(16, 0.1139311422773988)	(17, 0.11769746103037065)	(18, 0.12193456962746399)	(19, 0.12546549345837513)	(20, 0.1287610223672255)	(21, 0.1344105004966833)	(22, 0.13652905479522995)	(23, 0.13770602940553367)	(24, 0.13864760909377663)	(25, 0.13911839893789812)	(26, 0.13911839893789812)	(27, 0.13935379385995886)	(28, 0.13935379385995886)	(29, 0.1395891887820196)	(30, 0.1395891887820196)	(31, 0.1395891887820196)	(32, 0.1395891887820196)
HP1525301T2D_P7 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0002353949220607413)	(3, 0.0002353949220607413)	(4, 0.0004707898441214826)	(5, 0.0004707898441214826)	(6, 0.0004707898441214826)	(7, 0.0004707898441214826)	(8, 0.0004707898441214826)	(9, 0.0009415796882429652)	(10, 0.0009415796882429652)	(11, 0.0014123695323644478)	(12, 0.0014123695323644478)	(13, 0.0014123695323644478)	(14, 0.0016477644544251892)	(15, 0.0016477644544251892)	(16, 0.0016477644544251892)	(17, 0.0016477644544251892)	(18, 0.0018831593764859305)	(19, 0.0021185542985466717)	(20, 0.0021185542985466717)	(21, 0.0025893441426681546)	(22, 0.004001713675032602)	(23, 0.004707898441214826)	(24, 0.006120267973579274)	(25, 0.006591057817700757)	(26, 0.007061847661822239)	(27, 0.011298956258915582)	(28, 0.03578002815323268)	(29, 0.08921467546102095)	(30, 0.15300669933948186)	(31, 0.3053072139127815)	(32, 0.47384997810827223)
HP1525301T2D_P7 - polya	(1, 0.01647764454425189)	(2, 0.024481071894317096)	(3, 0.0284827855693497)	(4, 0.03884016214002232)	(5, 0.06285044419021793)	(6, 0.07556176998149795)	(7, 0.0854483567080491)	(8, 0.09933665710963283)	(9, 0.11487272196564176)	(10, 0.15936236223512187)	(11, 0.20597055680314863)	(12, 0.26646705177275914)	(13, 0.33308381471594894)	(14, 0.4439548230065581)	(15, 0.5875457254636103)	(16, 0.8104647166551323)	(17, 0.9248666487766526)	(18, 1.0315005484701685)	(19, 1.1503749841108428)	(20, 1.2560673041161157)	(21, 1.354933171381627)	(22, 1.4271994124542746)	(23, 1.5361872613683978)	(24, 1.6296390454265122)	(25, 1.7303880720685094)	(26, 1.7922969365704844)	(27, 1.8558535655268844)	(28, 1.9177624300288594)	(29, 1.99732591368539)	(30, 2.094544016496476)	(31, 2.1797569782824646)	(32, 2.2706194181979105)
HP1525301T2D_P8 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0003125742363811405)	(19, 0.0003125742363811405)	(20, 0.0003125742363811405)	(21, 0.0003125742363811405)	(22, 0.0003125742363811405)	(23, 0.0003125742363811405)	(24, 0.0003125742363811405)	(25, 0.0009377227091434216)	(26, 0.0009377227091434216)	(27, 0.0015628711819057027)	(28, 0.006876633200385091)	(29, 0.01812930571010615)	(30, 0.029381978219827208)	(31, 0.07439266825871145)	(32, 0.13003088233455445)
HP1525301T2D_P8 - polya	(1, 0.0015628711819057027)	(2, 0.002500593891049124)	(3, 0.0028131681274302647)	(4, 0.0037508908365736864)	(5, 0.005001187782098248)	(6, 0.00593891049124167)	(7, 0.00593891049124167)	(8, 0.007814355909528514)	(9, 0.009689801327815356)	(10, 0.015316137582675885)	(11, 0.020317325364774135)	(12, 0.027193958565159226)	(13, 0.03532088871106888)	(14, 0.04688613545717108)	(15, 0.0640777184581338)	(16, 0.07689326214976057)	(17, 0.08908365736862504)	(18, 0.10127405258748953)	(19, 0.11221415086082945)	(20, 0.12221652642502594)	(21, 0.13690751553493954)	(22, 0.1475350395718983)	(23, 0.15847513784523826)	(24, 0.17035295882772158)	(25, 0.18598167064677862)	(26, 0.19254572961078256)	(27, 0.20161038246583562)	(28, 0.21004988684812642)	(29, 0.21973968817594178)	(30, 0.23255523186756855)	(31, 0.24474562708643302)	(32, 0.2569360223052975)
HP1525301T2D_P9 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00043622023887420283)	(10, 0.00043622023887420283)	(11, 0.00043622023887420283)	(12, 0.00043622023887420283)	(13, 0.00043622023887420283)	(14, 0.00043622023887420283)	(15, 0.00043622023887420283)	(16, 0.00043622023887420283)	(17, 0.0006543303583113042)	(18, 0.0006543303583113042)	(19, 0.0006543303583113042)	(20, 0.0006543303583113042)	(21, 0.0006543303583113042)	(22, 0.0008724404777484057)	(23, 0.0015267708360597097)	(24, 0.0017448809554968113)	(25, 0.0019629910749339127)	(26, 0.002181101194371014)	(27, 0.0026173214332452168)	(28, 0.00785196429973565)	(29, 0.01984802086877623)	(30, 0.03904171137924115)	(31, 0.09662278291063592)	(32, 0.1546400746809049)
HP1525301T2D_P9 - polya	(1, 0.0013086607166226084)	(2, 0.0015267708360597097)	(3, 0.0017448809554968113)	(4, 0.0030535416721194195)	(5, 0.005670863105364636)	(6, 0.006979523821987245)	(7, 0.007415744060861448)	(8, 0.008288184538609853)	(9, 0.009814955374669563)	(10, 0.013086607166226085)	(11, 0.018975580391027824)	(12, 0.025518883974140864)	(13, 0.03446139887106202)	(14, 0.04863855663447361)	(15, 0.06041650308407709)	(16, 0.08222751502778723)	(17, 0.09640467279119883)	(18, 0.1084007293602394)	(19, 0.11843379485434606)	(20, 0.13021174130394952)	(21, 0.1382818157231223)	(22, 0.14809677109779185)	(23, 0.16052904790570663)	(24, 0.1716526639969988)	(25, 0.1838668306854765)	(26, 0.19586288725451706)	(27, 0.2034967414348156)	(28, 0.21287547657061098)	(29, 0.22225421170640633)	(30, 0.2329416075588243)	(31, 0.24384711353067937)	(32, 0.25649750045803127)
HP1526901T2D_A1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00010752942542726817)	(5, 0.00010752942542726817)	(6, 0.00010752942542726817)	(7, 0.0003225882762818045)	(8, 0.0003225882762818045)	(9, 0.0022581179339726315)	(10, 0.0022581179339726315)	(11, 0.0024731767848271678)	(12, 0.002903294486536241)	(13, 0.002903294486536241)	(14, 0.0030108239119635088)	(15, 0.0030108239119635088)	(16, 0.0030108239119635088)	(17, 0.0030108239119635088)	(18, 0.0030108239119635088)	(19, 0.003118353337390777)	(20, 0.0034409416136725814)	(21, 0.003763529889954386)	(22, 0.00408611816623619)	(23, 0.004516235867945263)	(24, 0.0054840006967906765)	(25, 0.006129177249354286)	(26, 0.006666824376490627)	(27, 0.008494824608754186)	(28, 0.01817247289720832)	(29, 0.04064612281150737)	(30, 0.06903389112430616)	(31, 0.13903554707745774)	(32, 0.20763932050005485)
